hyperfile,file,runid,new,P,Q,nlive,niter,logl,logz,logzerr,information,walltime
hyper_cmp,bdl/arctic_a0017,0,False,5,5,500,22134,156.3347631495207,112.5662392191723,0.42160733676362055,31.517941039175952,1943.6865911483765
hyper_cmp,bdl/arctic_a0017,0,False,6,5,500,19659,143.84391138746685,105.07019373152704,0.39462617250188947,32.346967559974985,2050.0071704387665
hyper_cmp,bdl/arctic_a0017,0,False,7,5,500,17886,142.56708192181327,107.38009455142286,0.3813884489578296,29.78775492825757,2173.535308599472
hyper_cmp,bdl/arctic_a0017,0,False,8,5,500,17137,131.4418526903038,97.75762408950744,0.374325399680028,28.555284216175878,2323.2541332244873
hyper_cmp,bdl/arctic_a0017,0,False,9,5,500,17145,128.7687845578893,95.06939528937512,0.3773010164725586,28.63913112369677,2749.491754770279
hyper_cmp,bdl/arctic_a0017,0,False,10,5,500,18607,125.78636207768622,89.11158302070518,0.3819431336222489,30.749231031144433,3528.3831934928894
hyper_cmp,bdl/arctic_a0017,0,True,0,1,500,4335,-18.49713589428656,-26.317175979309273,nan,6.796807563892209,86.52384638786316
hyper_cmp,bdl/arctic_a0017,0,True,1,1,500,4287,-29.22973792888175,-36.94714679705945,nan,6.763491545572737,115.7330310344696
hyper_cmp,bdl/arctic_a0017,0,True,2,1,500,4346,-27.104361448979883,-34.94466613237159,nan,6.833169205686332,146.42230987548828
hyper_cmp,bdl/arctic_a0017,0,True,3,1,500,4430,6.566026252624191,-1.4413076132788354,0.018742375635310456,7.011805836485117,188.1093978881836
hyper_cmp,bdl/arctic_a0017,0,True,4,1,500,4652,17.79719940837135,9.339836276772376,0.04963653964928437,7.396053662531363,240.87915706634521
hyper_cmp,bdl/arctic_a0017,0,True,5,1,500,4647,28.562394699262356,20.11830220747415,0.04670925449151,7.434571894722065,292.5684607028961
hyper_cmp,bdl/arctic_a0017,0,True,6,1,500,4665,20.510601113369347,12.036674997506285,0.04513313065252874,7.51719670583989,357.99630522727966
hyper_cmp,bdl/arctic_a0017,0,True,7,1,500,4586,12.806123360426277,4.4798473278371596,0.04336610004843149,7.276834178815221,391.90309596061707
hyper_cmp,bdl/arctic_a0017,0,True,8,1,500,4328,5.5742105047842045,-2.228760349524306,0.16393522152497655,6.860466674882993,428.3049108982086
hyper_cmp,bdl/arctic_a0017,0,True,9,1,500,4304,-1.503605378342236,-9.262194310078183,nan,6.697859858997476,473.4467945098877
hyper_cmp,bdl/arctic_a0017,0,True,10,1,500,4328,-5.987218089571407,-13.787175691126738,nan,6.800247391393162,554.7284531593323
hyper_cmp,bdl/arctic_a0017,0,True,0,2,500,7685,-0.8876571476307973,-15.525515945925378,0.17633866445390114,12.525777905737161,235.5957157611847
hyper_cmp,bdl/arctic_a0017,0,True,1,2,500,7448,-11.872760074526418,-26.04873750061152,nan,12.087619701590421,286.37089824676514
hyper_cmp,bdl/arctic_a0017,0,True,2,2,500,7669,-2.4942342187472946,-17.103684398114563,nan,12.55368870363981,368.3174252510071
hyper_cmp,bdl/arctic_a0017,0,True,3,2,500,8382,35.29696780490424,19.262906985958534,0.18973682574906026,14.036949143019516,448.36109161376953
hyper_cmp,bdl/arctic_a0017,0,True,4,2,500,8743,69.66682998157043,52.929400340922555,0.19653490841355065,14.85868028140304,587.731910943985
hyper_cmp,bdl/arctic_a0017,0,True,5,2,500,8664,78.74129945524672,62.15215049874973,nan,14.610598236071063,692.1682922840118
hyper_cmp,bdl/arctic_a0017,0,True,6,2,500,8212,72.88294487109582,57.186853448631865,0.1850536027013848,13.666351922230518,753.6051013469696
hyper_cmp,bdl/arctic_a0017,0,True,7,2,500,8676,69.97246525037988,53.35295900480273,nan,14.603483946285394,943.5172636508942
hyper_cmp,bdl/arctic_a0017,0,True,8,2,500,8349,61.35573490727707,45.39593113664689,nan,13.954732975165435,1073.7401762008667
hyper_cmp,bdl/arctic_a0017,0,True,9,2,500,8197,56.339323225340166,40.67783246619023,nan,13.649964913725299,1144.5106875896454
hyper_cmp,bdl/arctic_a0017,0,True,10,2,500,8336,48.81546775663483,32.872489914828314,1.9854552524274474,13.883565522232033,1414.153784751892
hyper_cmp,bdl/arctic_a0017,0,True,0,3,500,10430,11.479474374197146,-8.791421315089744,0.23496846969965482,16.21650270984155,362.6157748699188
